// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 14 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
BuildScript: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.bat
// ***** Done, took 00:00:03 (3.17 sec)   *****
// Found 12 benchmarks:
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1600 1596 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 0)" --job ShortRun --benchmarkId 0 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadActual   5: 67108864 op, 115693400.00 ns, 1.7240 ns/op
OverheadActual   6: 67108864 op, 114528900.00 ns, 1.7066 ns/op
OverheadActual   7: 67108864 op, 110379200.00 ns, 1.6448 ns/op
OverheadActual   8: 67108864 op, 105403900.00 ns, 1.5706 ns/op
OverheadActual   9: 67108864 op, 103373300.00 ns, 1.5404 ns/op
OverheadActual  10: 67108864 op, 108600400.00 ns, 1.6183 ns/op
OverheadActual  11: 67108864 op, 105297500.00 ns, 1.5691 ns/op
OverheadActual  12: 67108864 op, 104910000.00 ns, 1.5633 ns/op
OverheadActual  13: 67108864 op, 105268100.00 ns, 1.5686 ns/op
OverheadActual  14: 67108864 op, 103134600.00 ns, 1.5368 ns/op
OverheadActual  15: 67108864 op, 107574900.00 ns, 1.6030 ns/op

WorkloadWarmup   1: 67108864 op, 807726700.00 ns, 12.0361 ns/op
WorkloadWarmup   2: 67108864 op, 876698600.00 ns, 13.0638 ns/op
WorkloadWarmup   3: 67108864 op, 900724900.00 ns, 13.4218 ns/op

// BeforeActualRun
WorkloadActual   1: 67108864 op, 1064516800.00 ns, 15.8625 ns/op
WorkloadActual   2: 67108864 op, 878432800.00 ns, 13.0897 ns/op
WorkloadActual   3: 67108864 op, 846810600.00 ns, 12.6185 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 956941900.00 ns, 14.2595 ns/op
WorkloadResult   2: 67108864 op, 770857900.00 ns, 11.4867 ns/op
WorkloadResult   3: 67108864 op, 739235700.00 ns, 11.0155 ns/op
// GC:  0 0 0 8192 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 10372 has exited with code 0.

Mean = 12.254 ns, StdErr = 1.012 ns (8.26%), N = 3, StdDev = 1.753 ns
Min = 11.015 ns, Q1 = 11.251 ns, Median = 11.487 ns, Q3 = 12.873 ns, Max = 14.260 ns
IQR = 1.622 ns, LowerFence = 8.818 ns, UpperFence = 15.306 ns
ConfidenceInterval = [-19.725 ns; 44.232 ns] (CI 99.9%), Margin = 31.978 ns (260.97% of Mean)
Skewness = 0.35, Kurtosis = 0.67, MValue = 2

// ** Remained 13 (92.9%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 2m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1716 1632 --benchmarkName "PInvokeBench.FillBenchmarks.V2_DllImport_Fixed(Size: 0)" --job ShortRun --benchmarkId 1 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 261000.00 ns, 261.0000 us/op
WorkloadJitting  1: 1 op, 5344400.00 ns, 5.3444 ms/op

OverheadJitting  2: 16 op, 433200.00 ns, 27.0750 us/op
WorkloadJitting  2: 16 op, 424800.00 ns, 26.5500 us/op

WorkloadPilot    1: 16 op, 2700.00 ns, 168.7500 ns/op
WorkloadPilot    2: 32 op, 1900.00 ns, 59.3750 ns/op
WorkloadPilot    3: 64 op, 2000.00 ns, 31.2500 ns/op
WorkloadPilot    4: 128 op, 4200.00 ns, 32.8125 ns/op
WorkloadPilot    5: 256 op, 11100.00 ns, 43.3594 ns/op
WorkloadPilot    6: 512 op, 12600.00 ns, 24.6094 ns/op
WorkloadPilot    7: 1024 op, 24800.00 ns, 24.2188 ns/op
WorkloadPilot    8: 2048 op, 48300.00 ns, 23.5840 ns/op
WorkloadPilot    9: 4096 op, 95700.00 ns, 23.3643 ns/op
WorkloadPilot   10: 8192 op, 190900.00 ns, 23.3032 ns/op
WorkloadPilot   11: 16384 op, 409600.00 ns, 25.0000 ns/op
WorkloadPilot   12: 32768 op, 832100.00 ns, 25.3937 ns/op
WorkloadPilot   13: 65536 op, 1547700.00 ns, 23.6160 ns/op
WorkloadPilot   14: 131072 op, 3051500.00 ns, 23.2811 ns/op
WorkloadPilot   15: 262144 op, 6437600.00 ns, 24.5575 ns/op
WorkloadPilot   16: 524288 op, 12903500.00 ns, 24.6115 ns/op
WorkloadPilot   17: 1048576 op, 27624600.00 ns, 26.3449 ns/op
WorkloadPilot   18: 2097152 op, 53653600.00 ns, 25.5840 ns/op
WorkloadPilot   19: 4194304 op, 110764600.00 ns, 26.4083 ns/op
WorkloadPilot   20: 8388608 op, 213478900.00 ns, 25.4487 ns/op
WorkloadPilot   21: 16777216 op, 409122100.00 ns, 24.3856 ns/op
WorkloadPilot   22: 33554432 op, 885862100.00 ns, 26.4007 ns/op

OverheadWarmup   1: 33554432 op, 79114500.00 ns, 2.3578 ns/op
OverheadWarmup   2: 33554432 op, 85396100.00 ns, 2.5450 ns/op
OverheadWarmup   3: 33554432 op, 86009900.00 ns, 2.5633 ns/op
OverheadWarmup   4: 33554432 op, 85865000.00 ns, 2.5590 ns/op
OverheadWarmup   5: 33554432 op, 87894200.00 ns, 2.6195 ns/op
OverheadWarmup   6: 33554432 op, 86092200.00 ns, 2.5657 ns/op

OverheadActual   1: 33554432 op, 81107800.00 ns, 2.4172 ns/op
OverheadActual   2: 33554432 op, 71495100.00 ns, 2.1307 ns/op
OverheadActual   3: 33554432 op, 71932300.00 ns, 2.1437 ns/op
OverheadActual   4: 33554432 op, 70308600.00 ns, 2.0954 ns/op
OverheadActual   5: 33554432 op, 70143200.00 ns, 2.0904 ns/op
OverheadActual   6: 33554432 op, 68595600.00 ns, 2.0443 ns/op
OverheadActual   7: 33554432 op, 66243200.00 ns, 1.9742 ns/op
OverheadActual   8: 33554432 op, 66298000.00 ns, 1.9758 ns/op
OverheadActual   9: 33554432 op, 66044100.00 ns, 1.9683 ns/op
OverheadActual  10: 33554432 op, 64990700.00 ns, 1.9369 ns/op
OverheadActual  11: 33554432 op, 65969700.00 ns, 1.9661 ns/op
OverheadActual  12: 33554432 op, 66762300.00 ns, 1.9897 ns/op
OverheadActual  13: 33554432 op, 66909900.00 ns, 1.9941 ns/op
OverheadActual  14: 33554432 op, 66176700.00 ns, 1.9722 ns/op
OverheadActual  15: 33554432 op, 66797100.00 ns, 1.9907 ns/op

WorkloadWarmup   1: 33554432 op, 790063400.00 ns, 23.5457 ns/op
WorkloadWarmup   2: 33554432 op, 814522400.00 ns, 24.2747 ns/op
WorkloadWarmup   3: 33554432 op, 803388300.00 ns, 23.9428 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 794664100.00 ns, 23.6828 ns/op
WorkloadActual   2: 33554432 op, 916288300.00 ns, 27.3075 ns/op
WorkloadActual   3: 33554432 op, 806472300.00 ns, 24.0347 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 727867000.00 ns, 21.6921 ns/op
WorkloadResult   2: 33554432 op, 849491200.00 ns, 25.3168 ns/op
WorkloadResult   3: 33554432 op, 739675200.00 ns, 22.0440 ns/op
// GC:  0 0 0 8192 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 3604 has exited with code 0.

Mean = 23.018 ns, StdErr = 1.154 ns (5.01%), N = 3, StdDev = 1.999 ns
Min = 21.692 ns, Q1 = 21.868 ns, Median = 22.044 ns, Q3 = 23.680 ns, Max = 25.317 ns
IQR = 1.812 ns, LowerFence = 19.150 ns, UpperFence = 26.399 ns
ConfidenceInterval = [-13.449 ns; 59.485 ns] (CI 99.9%), Margin = 36.467 ns (158.43% of Mean)
Skewness = 0.37, Kurtosis = 0.67, MValue = 2

// ** Remained 12 (85.7%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1732 1752 --benchmarkName "PInvokeBench.FillBenchmarks.V3_DllImport_RefByte(Size: 0)" --job ShortRun --benchmarkId 2 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 245100.00 ns, 245.1000 us/op
WorkloadJitting  1: 1 op, 5396400.00 ns, 5.3964 ms/op

OverheadJitting  2: 16 op, 412900.00 ns, 25.8063 us/op
WorkloadJitting  2: 16 op, 409800.00 ns, 25.6125 us/op

WorkloadPilot    1: 16 op, 1900.00 ns, 118.7500 ns/op
WorkloadPilot    2: 32 op, 1300.00 ns, 40.6250 ns/op
WorkloadPilot    3: 64 op, 1800.00 ns, 28.1250 ns/op
WorkloadPilot    4: 128 op, 3600.00 ns, 28.1250 ns/op
WorkloadPilot    5: 256 op, 6500.00 ns, 25.3906 ns/op
WorkloadPilot    6: 512 op, 12900.00 ns, 25.1953 ns/op
WorkloadPilot    7: 1024 op, 23700.00 ns, 23.1445 ns/op
WorkloadPilot    8: 2048 op, 73000.00 ns, 35.6445 ns/op
WorkloadPilot    9: 4096 op, 92000.00 ns, 22.4609 ns/op
WorkloadPilot   10: 8192 op, 190600.00 ns, 23.2666 ns/op
WorkloadPilot   11: 16384 op, 374300.00 ns, 22.8455 ns/op
WorkloadPilot   12: 32768 op, 766500.00 ns, 23.3917 ns/op
WorkloadPilot   13: 65536 op, 1469800.00 ns, 22.4274 ns/op
WorkloadPilot   14: 131072 op, 3072500.00 ns, 23.4413 ns/op
WorkloadPilot   15: 262144 op, 6791800.00 ns, 25.9087 ns/op
WorkloadPilot   16: 524288 op, 12933000.00 ns, 24.6677 ns/op
WorkloadPilot   17: 1048576 op, 26639100.00 ns, 25.4050 ns/op
WorkloadPilot   18: 2097152 op, 48725500.00 ns, 23.2341 ns/op
WorkloadPilot   19: 4194304 op, 96942200.00 ns, 23.1128 ns/op
WorkloadPilot   20: 8388608 op, 193738000.00 ns, 23.0954 ns/op
WorkloadPilot   21: 16777216 op, 402968600.00 ns, 24.0188 ns/op
WorkloadPilot   22: 33554432 op, 826017200.00 ns, 24.6172 ns/op

OverheadWarmup   1: 33554432 op, 70639300.00 ns, 2.1052 ns/op
OverheadWarmup   2: 33554432 op, 71802800.00 ns, 2.1399 ns/op
OverheadWarmup   3: 33554432 op, 70662200.00 ns, 2.1059 ns/op
OverheadWarmup   4: 33554432 op, 70784000.00 ns, 2.1095 ns/op
OverheadWarmup   5: 33554432 op, 68850700.00 ns, 2.0519 ns/op

OverheadActual   1: 33554432 op, 71441500.00 ns, 2.1291 ns/op
OverheadActual   2: 33554432 op, 71225500.00 ns, 2.1227 ns/op
OverheadActual   3: 33554432 op, 69993300.00 ns, 2.0860 ns/op
OverheadActual   4: 33554432 op, 73555200.00 ns, 2.1921 ns/op
OverheadActual   5: 33554432 op, 71428300.00 ns, 2.1287 ns/op
OverheadActual   6: 33554432 op, 76008600.00 ns, 2.2652 ns/op
OverheadActual   7: 33554432 op, 71419700.00 ns, 2.1285 ns/op
OverheadActual   8: 33554432 op, 77298500.00 ns, 2.3037 ns/op
OverheadActual   9: 33554432 op, 79594300.00 ns, 2.3721 ns/op
OverheadActual  10: 33554432 op, 82664700.00 ns, 2.4636 ns/op
OverheadActual  11: 33554432 op, 88936000.00 ns, 2.6505 ns/op
OverheadActual  12: 33554432 op, 92503600.00 ns, 2.7568 ns/op
OverheadActual  13: 33554432 op, 95122400.00 ns, 2.8349 ns/op
OverheadActual  14: 33554432 op, 92461200.00 ns, 2.7556 ns/op
OverheadActual  15: 33554432 op, 90131000.00 ns, 2.6861 ns/op
OverheadActual  16: 33554432 op, 86529100.00 ns, 2.5788 ns/op
OverheadActual  17: 33554432 op, 82372300.00 ns, 2.4549 ns/op
OverheadActual  18: 33554432 op, 74529800.00 ns, 2.2212 ns/op
OverheadActual  19: 33554432 op, 71675800.00 ns, 2.1361 ns/op
OverheadActual  20: 33554432 op, 70184100.00 ns, 2.0916 ns/op

WorkloadWarmup   1: 33554432 op, 778935100.00 ns, 23.2141 ns/op
WorkloadWarmup   2: 33554432 op, 802651000.00 ns, 23.9209 ns/op
WorkloadWarmup   3: 33554432 op, 783832100.00 ns, 23.3600 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 798184100.00 ns, 23.7877 ns/op
WorkloadActual   2: 33554432 op, 803708600.00 ns, 23.9524 ns/op
WorkloadActual   3: 33554432 op, 924424800.00 ns, 27.5500 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 721530550.00 ns, 21.5033 ns/op
WorkloadResult   2: 33554432 op, 727055050.00 ns, 21.6679 ns/op
WorkloadResult   3: 33554432 op, 847771250.00 ns, 25.2656 ns/op
// GC:  0 0 0 8192 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 23324 has exited with code 0.

Mean = 22.812 ns, StdErr = 1.228 ns (5.38%), N = 3, StdDev = 2.126 ns
Min = 21.503 ns, Q1 = 21.586 ns, Median = 21.668 ns, Q3 = 23.467 ns, Max = 25.266 ns
IQR = 1.881 ns, LowerFence = 18.764 ns, UpperFence = 26.288 ns
ConfidenceInterval = [-15.978 ns; 61.602 ns] (CI 99.9%), Margin = 38.790 ns (170.04% of Mean)
Skewness = 0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 11 (78.6%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1704 1708 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 16)" --job ShortRun --benchmarkId 3 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 243200.00 ns, 243.2000 us/op
WorkloadJitting  1: 1 op, 606400.00 ns, 606.4000 us/op

OverheadJitting  2: 16 op, 414900.00 ns, 25.9313 us/op
WorkloadJitting  2: 16 op, 408200.00 ns, 25.5125 us/op

WorkloadPilot    1: 16 op, 1600.00 ns, 100.0000 ns/op
WorkloadPilot    2: 32 op, 700.00 ns, 21.8750 ns/op
WorkloadPilot    3: 64 op, 1100.00 ns, 17.1875 ns/op
WorkloadPilot    4: 128 op, 1800.00 ns, 14.0625 ns/op
WorkloadPilot    5: 256 op, 3800.00 ns, 14.8438 ns/op
WorkloadPilot    6: 512 op, 7300.00 ns, 14.2578 ns/op
WorkloadPilot    7: 1024 op, 14400.00 ns, 14.0625 ns/op
WorkloadPilot    8: 2048 op, 28100.00 ns, 13.7207 ns/op
WorkloadPilot    9: 4096 op, 55800.00 ns, 13.6230 ns/op
WorkloadPilot   10: 8192 op, 114800.00 ns, 14.0137 ns/op
WorkloadPilot   11: 16384 op, 230100.00 ns, 14.0442 ns/op
WorkloadPilot   12: 32768 op, 458300.00 ns, 13.9862 ns/op
WorkloadPilot   13: 65536 op, 904500.00 ns, 13.8016 ns/op
WorkloadPilot   14: 131072 op, 1793300.00 ns, 13.6818 ns/op
WorkloadPilot   15: 262144 op, 3947500.00 ns, 15.0585 ns/op
WorkloadPilot   16: 524288 op, 7236000.00 ns, 13.8016 ns/op
WorkloadPilot   17: 1048576 op, 15417500.00 ns, 14.7033 ns/op
WorkloadPilot   18: 2097152 op, 30330700.00 ns, 14.4628 ns/op
WorkloadPilot   19: 4194304 op, 60867600.00 ns, 14.5120 ns/op
WorkloadPilot   20: 8388608 op, 121425300.00 ns, 14.4750 ns/op
WorkloadPilot   21: 16777216 op, 242680300.00 ns, 14.4649 ns/op
WorkloadPilot   22: 33554432 op, 492069000.00 ns, 14.6648 ns/op
WorkloadPilot   23: 67108864 op, 989044300.00 ns, 14.7379 ns/op

OverheadWarmup   1: 67108864 op, 132047500.00 ns, 1.9677 ns/op
OverheadWarmup   2: 67108864 op, 129489200.00 ns, 1.9295 ns/op
OverheadWarmup   3: 67108864 op, 129777900.00 ns, 1.9338 ns/op
OverheadWarmup   4: 67108864 op, 128565100.00 ns, 1.9158 ns/op
OverheadWarmup   5: 67108864 op, 126466200.00 ns, 1.8845 ns/op
OverheadWarmup   6: 67108864 op, 135271500.00 ns, 2.0157 ns/op
OverheadWarmup   7: 67108864 op, 138818200.00 ns, 2.0686 ns/op
OverheadWarmup   8: 67108864 op, 136008500.00 ns, 2.0267 ns/op

OverheadActual   1: 67108864 op, 137577700.00 ns, 2.0501 ns/op
OverheadActual   2: 67108864 op, 143985200.00 ns, 2.1455 ns/op
OverheadActual   3: 67108864 op, 151701900.00 ns, 2.2605 ns/op
OverheadActual   4: 67108864 op, 145235000.00 ns, 2.1642 ns/op
OverheadActual   5: 67108864 op, 165428700.00 ns, 2.4651 ns/op
OverheadActual   6: 67108864 op, 161721200.00 ns, 2.4098 ns/op
OverheadActual   7: 67108864 op, 158079100.00 ns, 2.3556 ns/op
OverheadActual   8: 67108864 op, 155325300.00 ns, 2.3145 ns/op
OverheadActual   9: 67108864 op, 143771400.00 ns, 2.1424 ns/op
OverheadActual  10: 67108864 op, 141702800.00 ns, 2.1115 ns/op
OverheadActual  11: 67108864 op, 135430400.00 ns, 2.0181 ns/op
OverheadActual  12: 67108864 op, 140700200.00 ns, 2.0966 ns/op
OverheadActual  13: 67108864 op, 137815200.00 ns, 2.0536 ns/op
OverheadActual  14: 67108864 op, 126448200.00 ns, 1.8842 ns/op
OverheadActual  15: 67108864 op, 125577600.00 ns, 1.8713 ns/op
OverheadActual  16: 67108864 op, 135370800.00 ns, 2.0172 ns/op
OverheadActual  17: 67108864 op, 138169600.00 ns, 2.0589 ns/op
OverheadActual  18: 67108864 op, 135052600.00 ns, 2.0124 ns/op
OverheadActual  19: 67108864 op, 125896000.00 ns, 1.8760 ns/op
OverheadActual  20: 67108864 op, 126608600.00 ns, 1.8866 ns/op

WorkloadWarmup   1: 67108864 op, 965647000.00 ns, 14.3893 ns/op
WorkloadWarmup   2: 67108864 op, 973293700.00 ns, 14.5032 ns/op
WorkloadWarmup   3: 67108864 op, 995277900.00 ns, 14.8308 ns/op

// BeforeActualRun
